Year,Month,Day,Hour,Minute,Temperature,Relative Humidity,Total Precipitation,Wind Speed,Wind Direction
2019,1,18,21,0,16.91,59,0,21.39,216.1
2019,1,18,22,0,16.57,64,0,14.65,207.82
2019,1,18,23,0,16.37,68,0,13.55,196.99
2019,1,19,0,0,16.68,64,0,15.46,192.09
2019,1,19,1,0,16.16,65,0,12.07,190.3
2019,1,19,2,0,15.83,67,0,9.36,180
2019,1,19,3,0,15.51,70,0,7.17,162.47
2019,1,19,4,0,15.22,73,0,5.35,137.73
2019,1,19,5,0,14.98,75,0,4.21,109.98
2019,1,19,6,0,14.64,78,0,4.68,90
2019,1,19,7,0,15.23,75,0,5.24,74.05
2019,1,19,8,0,17.11,66,0,4.02,100.3
2019,1,19,9,0,18.61,56,0,6.49,160.56
2019,1,19,10,0,19.96,50,0,9.83,171.57
2019,1,19,11,0,21.08,47,0,12.07,169.7
2019,1,19,12,0,21.9,44,0,14.69,168.69
2019,1,19,13,0,22.63,40,0,18.78,167.83
2019,1,19,14,0,23.02,39,0,19.8,180
2019,1,19,15,0,23.09,39,0,22.71,177.27
2019,1,19,16,0,22.63,39,0,27.15,173.91
2019,1,19,17,0,21.69,43,0,32.76,167.95
2019,1,19,18,0,20.45,49,0,34.27,160.99
2019,1,19,19,0,19.08,55,0,34.32,155.85
2019,1,19,20,0,17.56,62,0,34.78,152.9
2019,1,19,21,0,16.81,64,0,34.76,148.12
2019,1,19,22,0,16.37,65,0,32.35,145.43
2019,1,19,23,0,16.14,64,0,31.26,144.85
2019,1,20,0,0,15.97,61,0,30.53,142.18
2019,1,20,1,0,15.54,56,0,28.17,141.23
2019,1,20,2,0,15.06,56,0,22.49,140.19
2019,1,20,3,0,14.68,59,0,16.14,141.34
2019,1,20,4,0,14.13,66,0,12.03,141.07
2019,1,20,5,0,13.58,71,0,8.65,135
2019,1,20,6,0,13.19,75,0,7.39,133.03
2019,1,20,7,0,14.19,71,0,5.62,140.19
2019,1,20,8,0,16.61,59,0,4.45,165.96
2019,1,20,9,0,18.98,48,0,3.32,192.53
2019,1,20,10,0,20.95,39,0,4.1,217.87
2019,1,20,11,0,22.47,36,0,6.62,202.38
2019,1,20,12,0,23.82,34,0,8.71,187.13
2019,1,20,13,0,25.99,29,0,6.84,180
2019,1,20,14,0,28.54,28,0,9.69,195.07
2019,1,20,15,0,29.14,27,0,10.54,187.85
2019,1,20,16,0,29.18,28,0,12.29,174.96
2019,1,20,17,0,28.48,32,0,15.11,167.62
2019,1,20,18,0,27.14,37,0,16.33,165.96
2019,1,20,19,0,25.69,43,0,15.11,167.62
2019,1,20,20,0,23.74,52,0,12.43,169.99
2019,1,20,21,0,22.42,57,0,10.85,174.29
2019,1,20,22,0,21.45,64,0,8.31,175.03
2019,1,20,23,0,20.73,68,0,7.42,165.96
2019,1,21,0,0,20.06,73,0,6.49,160.56
2019,1,21,1,0,19.64,76,0,5.01,158.96
2019,1,21,2,0,19.12,80,0,2.55,171.87
2019,1,21,3,0,18.61,85,0,1.44,270
2019,1,21,4,0,18.14,89,0,2.81,309.81
2019,1,21,5,0,17.72,93,0,3.83,311.19
2019,1,21,6,0,17.45,96,0,3.88,291.8
2019,1,21,7,0,17.94,94,0,4.33,274.76
2019,1,21,8,0,19.02,85,0,5.59,255.07
2019,1,21,9,0,20.31,78,0,7.75,248.2
2019,1,21,10,0,21.67,70,0,10.5,247.83
2019,1,21,11,0,22.61,65,0,13.91,248.75
2019,1,21,12,0,22.9,57,0,16.85,250.02
2019,1,21,13,0,22.71,55,0,18.46,249.44
2019,1,21,14,0,24.4,47,0,19.49,244.86
2019,1,21,15,0,24.06,45,0,19.49,244.86
2019,1,21,16,0,23.65,47,0,19.16,241.99
2019,1,21,17,0,23.07,52,0,16.3,239.47
2019,1,21,18,0,22.45,57,0,13.89,238.78
2019,1,21,19,0,21.49,65,0,12.73,241.26
2019,1,21,20,0,20.43,73,0,10,239.74
2019,1,21,21,0,20.25,76,0,7.59,238.57
2019,1,21,22,0,20.13,79,0,5.63,243.43
2019,1,21,23,0,19.97,82,0,5.09,261.87
2019,1,22,0,0,19.84,85,0,5.77,273.58
2019,1,22,1,0,19.66,88,0,6.92,278.97
2019,1,22,2,0,19.5,90,0,7.93,272.6
2019,1,22,3,0,19.39,92,0,7.95,275.19
2019,1,22,4,0,19.02,93,0,8.31,274.97
2019,1,22,5,0,18.8,93,0,7.92,270
2019,1,22,6,0,18.77,92,0,6.62,247.62
2019,1,22,7,0,19.03,86,0,6.37,227.29
2019,1,22,8,0,19.42,76,0,7.79,213.69
2019,1,22,9,0,19.78,65,0,8.44,219.81
2019,1,22,10,0,20.25,59,0,9.66,243.43
2019,1,22,11,0,21.16,53,0,13.01,255.58
2019,1,22,12,0,21.64,50,0,16.74,251.18
2019,1,22,13,0,21.79,48,0,19.01,251.22
2019,1,22,14,0,22.83,47,0,19.35,225
2019,1,22,15,0,22.58,45,0,19.37,221.99
2019,1,22,16,0,22.21,44,0,19.01,217.3
2019,1,22,17,0,21.68,44,0,18.28,212.12
2019,1,22,18,0,20.93,48,0,18.53,209.05
2019,1,22,19,0,19.82,57,0,17.41,209.74
2019,1,22,20,0,18.79,65,0,13.36,207.26
2019,1,22,21,0,18.37,72,0,10.03,201.04
2019,1,22,22,0,18.18,75,0,8.83,191.77
2019,1,22,23,0,17.95,79,0,6.84,180
2019,1,23,0,0,17.71,83,0,5.4,180
2019,1,23,1,0,17.95,79,0,5.05,184.09
2019,1,23,2,0,18.03,75,0,4.32,180
2019,1,23,3,0,18.06,74,0,2.52,180
2019,1,23,4,0,17.91,77,0,1.14,251.57
2019,1,23,5,0,17.67,78,0,3.4,237.99
2019,1,23,6,0,17.4,78,0,3.83,221.19
2019,1,23,7,0,17.57,76,0,4.2,210.96
2019,1,23,8,0,17.9,74,0,6.99,214.51
2019,1,23,9,0,18.29,73,0,8.91,223.36
2019,1,23,10,0,18.74,71,0,10.46,220.82
2019,1,23,11,0,19.46,64,0,13.71,209.93
2019,1,23,12,0,21,54,0,16.27,204.86
2019,1,23,13,0,21.79,49,0,16.58,214.38
2019,1,23,14,0,22.48,54,0,22.1,186.55
2019,1,23,15,0,22.51,52,0,26.37,184.7
2019,1,23,16,0,21.9,48,0,27.48,185.26
2019,1,23,17,0,21.32,45,0,26.93,188.46
2019,1,23,18,0,20.62,47,0,27,179.24
2019,1,23,19,0,19.43,57,0,28.59,169.11
2019,1,23,20,0,18.18,67,0,29.08,164.93
2019,1,23,21,0,17.82,70,0,29.83,160.25
2019,1,23,22,0,17.33,73,0,29.02,156.61
2019,1,23,23,0,17.28,75,0,30.27,154.65
2019,1,24,0,0,17.55,78,0,31.24,152.55
2019,1,24,1,0,17.33,83,0,30.6,151.93
2019,1,24,2,0,16.69,81,0,29.88,148.8
2019,1,24,3,0,16.15,82,0,29.57,148.44
2019,1,24,4,0,15.93,82,0,29.16,147.09
2019,1,24,5,0,15.7,83,0,27.86,147.13
2019,1,24,6,0,15.51,84,0,26.26,146.75
2019,1,24,7,0,16.36,79,0,27.06,146.94
2019,1,24,8,0,18.11,64,0,30.39,143.67
2019,1,24,9,0,19.5,55,0,31.97,144.16
2019,1,24,10,0,20.78,50,0,33.65,145.46
2019,1,24,11,0,21.81,48,0,34.57,148.63
2019,1,24,12,0,22.37,48,0,36.71,154.44
2019,1,24,13,0,22.48,50,0,39.78,158.78
2019,1,24,14,0,22.77,50,0,43.06,159.44
2019,1,24,15,0,22.57,51,0,45.86,157.86
2019,1,24,16,0,22.16,52,0,47.08,156.57
2019,1,24,17,0,21.53,56,0,46.54,154.82
2019,1,24,18,0,20.69,60,0,45.24,153.03
2019,1,24,19,0,19.64,65,0,43.99,151.13
2019,1,24,20,0,18.49,70,0,42.11,149.71
2019,1,24,21,0,18.11,71,0,40.26,148.16
2019,1,24,22,0,17.98,70,0,38.84,145.57
2019,1,24,23,0,17.72,70,0,36.58,143.81
2019,1,25,0,0,17.35,70,0,35.21,142.9
2019,1,25,1,0,17.01,73,0,34.57,144.32
2019,1,25,2,0,16.89,76,0,34.07,144.46
2019,1,25,3,0,16.83,78,0,33.36,145.11
2019,1,25,4,0,16.81,79,0,32.77,144.39
2019,1,25,5,0,16.69,81,0,31.35,145.76
2019,1,25,6,0,16.69,79,0,29.67,144.38
2019,1,25,7,0,17.4,75,0,28.67,144.71
2019,1,25,8,0,18.93,66,0,28.8,143.13
2019,1,25,9,0,20.61,59,0,29.09,143.56
2019,1,25,10,0,22.29,53,0,30.85,145.94
2019,1,25,11,0,23.47,50,0,34.7,149.44
2019,1,25,12,0,23.7,51,0,38.49,155.11
2019,1,25,13,0,23.58,53,0,42.72,159.27
2019,1,25,14,0,23.3,54,0,43.83,160.82
2019,1,25,15,0,23.44,54,0,43.86,159.33
2019,1,25,16,0,23.25,55,0,43.59,157.67
2019,1,25,17,0,22.56,60,0,43.87,156.8
2019,1,25,18,0,21.69,66,0,41.24,155.22
2019,1,25,19,0,20.71,71,0,38.8,154.15
2019,1,25,20,0,19.5,78,0,37.87,155.87
2019,1,25,21,0,19.04,81,0,37.68,152.7
2019,1,25,22,0,18.88,83,0,34.52,149.96
2019,1,25,23,0,18.68,84,0,30.77,151.34
2019,1,26,0,0,18.52,84,0,28.67,151.5
2019,1,26,1,0,18.41,84,0,26.06,147.41
2019,1,26,2,0,18.52,82,0,21.1,143.33
2019,1,26,3,0,18.47,80,0,16.28,144.9
2019,1,26,4,0,18.2,81,0,14.65,152.18
2019,1,26,5,0,18.02,81,0,13.36,152.74
2019,1,26,6,0,17.74,82,0,11.77,156.57
2019,1,26,7,0,18.35,80,0,12.1,157.25
2019,1,26,8,0,20.62,67,0,11.92,151.11
2019,1,26,9,0,22.74,57,0,10.88,145.78
2019,1,26,10,0,25.37,47,0,9,143.13
2019,1,26,11,0,27.99,38,0,6.79,147.99
2019,1,26,12,0,30.45,31,0,5.48,156.8
2019,1,26,13,0,32.08,28,0,7.28,171.47
2019,1,26,14,0,32.38,29,0,15.84,180
2019,1,26,15,0,32.01,33,0,22.35,177.23
2019,1,26,16,0,30.82,39,0,27.15,173.91
2019,1,26,17,0,29.6,43,0,28.47,170.54
2019,1,26,18,0,28.67,45,0,29.96,159.61
2019,1,26,19,0,28.01,47,0,32.18,139.54
2019,1,26,20,0,25.32,55,0,26.67,148.24
2019,1,26,21,0,24.44,57,0,25.19,149.04
2019,1,26,22,0,23.41,61,0,21.98,148.39
2019,1,26,23,0,22.55,66,0,18.71,149.98
2019,1,27,0,0,21.9,70,0,16.75,151.78
2019,1,27,1,0,21.06,74,0,15.46,155.22
2019,1,27,2,0,20.43,78,0,14.99,155.9
2019,1,27,3,0,19.91,82,0,15.32,156.45
2019,1,27,4,0,19.49,85,0,15.65,156.97
2019,1,27,5,0,19.16,88,0,15.98,157.48
2019,1,27,6,0,18.96,89,0,15.79,155.77
2019,1,27,7,0,19.66,84,0,16.75,154.54
2019,1,27,8,0,21.58,73,0,17.55,154.49
2019,1,27,9,0,23.25,67,0,20,156.67
2019,1,27,10,0,25.42,58,0,22.08,155.94
2019,1,27,11,0,27.38,52,0,27.21,152.42
2019,1,27,12,0,29.18,47,0,34.05,146.65
2019,1,27,13,0,29.03,49,0,38.55,147.2
2019,1,27,14,0,28.64,50,0,40.15,147.45
2019,1,27,15,0,28.06,52,0,42.36,148.2
2019,1,27,16,0,27.27,54,0,44.03,145.66
2019,1,27,17,0,26.52,56,0,43.13,142.46
2019,1,27,18,0,25.57,58,0,41.39,139.94
2019,1,27,19,0,24.13,62,0,39.19,141.34
2019,1,27,20,0,23.18,62,0,38.2,136.53
2019,1,27,21,0,22.49,62,0,37.95,133.08
2019,1,27,22,0,21.83,64,0,34.17,131.58
2019,1,27,23,0,21.25,66,0,29.46,128.55
2019,1,28,0,0,20.88,66,0,23.69,133.15
2019,1,28,1,0,20.42,68,0,20.47,140.71
2019,1,28,2,0,20.1,69,0,17.58,145.01
2019,1,28,3,0,19.7,70,0,15.63,151.07
2019,1,28,4,0,19.28,73,0,14.2,149.53
2019,1,28,5,0,18.73,77,0,12.73,151.26
2019,1,28,6,0,18.21,81,0,11.44,151.82
2019,1,28,7,0,18.92,79,0,10.95,152.59
2019,1,28,8,0,21.26,67,0,10.32,150.75
2019,1,28,9,0,23.9,56,0,8.85,153.43
2019,1,28,10,0,26.66,49,0,6.64,167.47
2019,1,28,11,0,29.52,39,0,7.56,180
2019,1,28,12,0,31.98,35,0,9.42,186.58
2019,1,28,13,0,33.76,30,0,11.18,194.93
2019,1,28,14,0,35.4,23,0,13.55,196.99
2019,1,28,15,0,35.67,24,0,15.16,184.09
2019,1,28,16,0,35.31,27,0,19.35,170.36
2019,1,28,17,0,34.27,32,0,20.38,162.53
2019,1,28,18,0,33.06,37,0,18.46,159.44
2019,1,28,19,0,31.28,42,0,15.04,158.96
2019,1,28,20,0,29.52,46,0,13.22,150.64
2019,1,28,21,0,27.64,52,0,10.99,148.39
2019,1,28,22,0,26.18,57,0,9.22,141.34
2019,1,28,23,0,24.91,62,0,6.19,125.54
2019,1,29,0,0,23.8,67,0,2.55,81.87
2019,1,29,1,0,22.83,71,0,8.56,345.38
2019,1,29,2,0,21.04,80,0,15.65,336.97
2019,1,29,3,0,18.6,90,0,20.52,338.39
2019,1,29,4,0,18.01,90,0,19.88,354.81
2019,1,29,5,0,17.42,91,0,22.42,5.53
2019,1,29,6,0,16.97,91,0,24.29,6.81
2019,1,29,7,0,17.24,89,0,24.93,4.97
2019,1,29,8,0,18.11,84,0,24.84,360
2019,1,29,9,0,19.99,73,0,24.5,349.85
2019,1,29,10,0,21.51,67,0,24.16,335.34
2019,1,29,11,0,22.09,65,0,25.98,317.25
2019,1,29,12,0,22.14,66,0,28.88,305.87
2019,1,29,13,0,21.7,70,0,31.56,302.42
2019,1,29,14,0,19.94,89,0.1,28.36,298.84
2019,1,29,15,0,20.39,88,0.1,23.19,295.77
2019,1,29,16,0,20.94,86,0,17.99,289.89
2019,1,29,17,0,21.42,84,0,14.06,283.32
2019,1,29,18,0,21.49,85,0,10.95,279.46
2019,1,29,19,0,21.22,87,0,9.03,274.57
2019,1,29,20,0,20.99,88,0,6.48,270
2019,1,29,21,0,20.93,89,0,3.88,248.2
2019,1,29,22,0,21.01,89,0.1,2.9,187.13
2019,1,29,23,0,21.07,88,0,2.74,156.8
2019,1,30,0,0,21.01,88,0,3.22,153.43
2019,1,30,1,0,20.89,89,0,3.55,156.04
2019,1,30,2,0,20.77,90,0,3.88,158.2
2019,1,30,3,0,20.69,91,0.1,4.45,165.96
2019,1,30,4,0,20.59,92,0.1,5.15,167.91
2019,1,30,5,0,20.46,91,0,5.51,168.69
2019,1,30,6,0,20.23,91,0,5.86,169.38
2019,1,30,7,0,20.21,89,0,5.86,169.38
2019,1,30,8,0,20.5,87,0,6.13,176.63
2019,1,30,9,0,21.02,85,0,6.52,186.34
2019,1,30,10,0,21.9,76,0,8.31,197.65
2019,1,30,11,0,23.25,67,0,10.95,207.41
2019,1,30,12,0,24.17,62,0,14.83,209.05
2019,1,30,13,0,24.37,61,0,18.51,206.57
2019,1,30,14,0,27.93,55,0,17.3,192.01
2019,1,30,15,0,27.68,56,0,23.04,180
2019,1,30,16,0,26.75,57,0,27.48,174.74
2019,1,30,17,0,25.67,60,0,29.74,173.05
2019,1,30,18,0,24.47,64,0,29.37,168.69
2019,1,30,19,0,22.96,70,0,28.24,162.95
2019,1,30,20,0,21.24,77,0,26.54,159.35
2019,1,30,21,0,20.41,81,0,25.01,157.13
2019,1,30,22,0,19.87,82,0,23.84,154.98
2019,1,30,23,0,19.44,82,0,22.41,156.32
2019,1,31,0,0,19.08,82,0,21.53,159.44
2019,1,31,1,0,18.73,83,0,22.67,159.55
2019,1,31,2,0,18.33,85,0,23.26,158.2
2019,1,31,3,0,18.06,87,0,23.69,155.77
2019,1,31,4,0,17.95,88,0,24.01,156.12
2019,1,31,5,0,17.91,89,0,26.41,154.13
2019,1,31,6,0,18.02,87,0,28.4,149.53
2019,1,31,7,0,18.46,83,0,30.35,146.12
2019,1,31,8,0,19.91,73,0,32.27,141.34
2019,1,31,9,0,21.32,66,0,33.9,138.01
2019,1,31,10,0,22.93,59,0,35.89,135.41
2019,1,31,11,0,24.1,56,0,37.43,136.17
2019,1,31,12,0,24.73,55,0,38.86,140.26
2019,1,31,13,0,24.89,55,0,41.4,143.13
2019,1,31,14,0,25.14,57,0,45.01,149.74
2019,1,31,15,0,24.92,58,0,47.21,151.28
2019,1,31,16,0,24.49,60,0,48.01,151.32
2019,1,31,17,0,23.79,63,0,47.87,150.74
2019,1,31,18,0,22.98,66,0,46.68,148.88
2019,1,31,19,0,22.01,70,0,43.33,146.18
2019,1,31,20,0,20.83,75,0,38.09,143.46
2019,1,31,21,0,20.43,77,0,36.1,141.07
2019,1,31,22,0,20.2,78,0,34.95,138.76
2019,1,31,23,0,20.05,78,0,32.85,136.33
2019,2,1,0,0,20.04,77,0,31.82,135.46
2019,2,1,1,0,20.02,78,0,31.34,132.67
2019,2,1,2,0,19.95,78,0,30.08,132.09
2019,2,1,3,0,19.98,77,0,28.08,130.84
2019,2,1,4,0,19.92,77,0,25.21,133.26
2019,2,1,5,0,19.78,77,0,25.54,130.43
2019,2,1,6,0,19.61,78,0,24.01,130.14
2019,2,1,7,0,20.18,75,0,24.29,129.59
2019,2,1,8,0,21.88,66,0,26.49,121.1
2019,2,1,9,0,23.79,58,0,29.88,111.93
2019,2,1,10,0,25.88,50,0,28.7,109.8
2019,2,1,11,0,28,43,0,27.56,109.86
2019,2,1,12,0,29.88,38,0,27.42,113.2
2019,2,1,13,0,31.41,35,0,31.02,111.8
2019,2,1,14,0,32.23,36,0,30.1,126.73
2019,2,1,15,0,31.92,38,0,35.03,129.58
2019,2,1,16,0,31.07,40,0,38.31,130.43
2019,2,1,17,0,29.83,43,0,41.11,127.17
2019,2,1,18,0,28.13,48,0,40.26,128.1
2019,2,1,19,0,26.25,53,0,39.6,126.87
2019,2,1,20,0,24.22,60,0,37.89,128.83
2019,2,1,21,0,22.91,65,0,36.47,131.4
2019,2,1,22,0,22.16,68,0,33.97,130.27
2019,2,1,23,0,21.56,71,0,31.63,131.31
2019,2,2,0,0,21.3,73,0,29.6,131.05
2019,2,2,1,0,21.12,75,0,24.95,133.83
2019,2,2,2,0,20.84,78,0,21.39,143.9
2019,2,2,3,0,20.62,79,0,19.77,146.89
2019,2,2,4,0,20.37,80,0,16.18,147.72
2019,2,2,5,0,20.2,80,0,13.4,149.3
2019,2,2,6,0,20.32,79,0.1,9.69,148.67
2019,2,2,7,0,20.58,78,0.1,6.99,145.49
2019,2,2,8,0,21.8,72,0,4.1,142.13
2019,2,2,9,0,23.24,66,0,0.36,270
2019,2,2,10,0,24.54,61,0,4.55,251.57
2019,2,2,11,0,25.85,57,0,8.37,244.54
2019,2,2,12,0,26.92,54,0,11.75,242.65
2019,2,2,13,0,27.79,52,0,13.2,244.13
2019,2,2,14,0,28.62,51,0,12.22,225
2019,2,2,15,0,28.9,50,0,12.1,239.62
2019,2,2,16,0,28.78,51,0,13.22,240.64
2019,2,2,17,0,28.17,54,0,13.83,231.34
2019,2,2,18,0,27.26,58,0,11.89,215.13
2019,2,2,19,0,25.78,64,0,10.18,188.13
2019,2,2,20,0,23.53,74,0,9.47,171.25
2019,2,2,21,0,21.95,81,0,9.45,162.26
2019,2,2,22,0,21.18,86,0,9.35,164.36
2019,2,2,23,0,20.98,87,0,7.34,168.69
2019,2,3,0,0,20.74,88,0,3.6,180
2019,2,3,1,0,20.51,89,0,2.52,270
2019,2,3,2,0,20.24,90,0.1,5.63,296.57
2019,2,3,3,0,19.85,91,0.1,8.71,308.29
2019,2,3,4,0,19.31,92,0.1,10.44,313.6
2019,2,3,5,0,18.91,92,0.1,11.21,317.6
2019,2,3,6,0,18.53,93,0.2,12.03,321.07
2019,2,3,7,0,18.17,92,0.1,12.48,326.77
2019,2,3,8,0,17.98,90,0,11.75,332.65
2019,2,3,9,0,18.13,88,0,10.46,333.43
2019,2,3,10,0,18.51,85,0,9.59,325.71
2019,2,3,11,0,18.93,83,0,9.42,316.55
2019,2,3,12,0,19.46,80,0,9.03,293.5
2019,2,3,13,0,20.12,77,0,10.5,264.09
2019,2,3,14,0,20.66,87,0.2,11.21,227.6
2019,2,3,15,0,20.87,86,0.1,10.2,222.14
2019,2,3,16,0,21.19,84,0,9.39,212.47
2019,2,3,17,0,21.12,85,0,11.49,212.2
2019,2,3,18,0,21.02,85,0,11.3,202.48
2019,2,3,19,0,20.97,85,0,12.37,188.37
2019,2,3,20,0,20.67,86,0,13.7,183.01
2019,2,3,21,0,20.52,86,0,12.62,176.73
2019,2,3,22,0,20.42,86,0,14.41,167.01
2019,2,3,23,0,20.32,85,0,18,163.74
2019,2,4,0,0,19.79,88,0,17.08,161.57
2019,2,4,1,0,19.53,88,0,15.48,162.41
2019,2,4,2,0,19.46,87,0,16.98,158.88
2019,2,4,3,0,18.52,91,0,18.72,157.38
2019,2,4,4,0,18.19,92,0,18.53,155.92
2019,2,4,5,0,18.12,90,0,16.31,157.96
2019,2,4,6,0,17.9,90,0,14.92,160.25
2019,2,4,7,0,18.22,89,0,14.8,161.57
2019,2,4,8,0,19.74,81,0,16.74,161.18
2019,2,4,9,0,21.4,70,0,20.83,161.88
2019,2,4,10,0,22.54,63,0,22.55,163.3
2019,2,4,11,0,23.63,55,0,24.88,165.76
2019,2,4,12,0,24.46,51,0,27.53,168.69
2019,2,4,13,0,25.01,48,0,30.24,171.1
2019,2,4,14,0,25.65,51,0,31.91,168.94
2019,2,4,15,0,25.62,50,0,32.14,170.33
2019,2,4,16,0,25.13,51,0,33.04,168.69
2019,2,4,17,0,24.22,55,0,34.32,167.28
2019,2,4,18,0,23.08,58,0,34.67,164.95
2019,2,4,19,0,21.62,63,0,34.15,161.57
2019,2,4,20,0,20.08,70,0,32.79,160.77
2019,2,4,21,0,19.56,72,0,31.96,157.48
2019,2,4,22,0,19.32,73,0,30.16,156.8
2019,2,4,23,0,19.19,74,0,27.42,156.8
2019,2,5,0,0,19,75,0,24.34,156.47
2019,2,5,1,0,18.79,75,0,20.99,157.83
2019,2,5,2,0,18.57,75,0,18.12,159.04
2019,2,5,3,0,18.3,76,0,15.98,157.48
2019,2,5,4,0,17.91,78,0,14.04,157.38
2019,2,5,5,0,17.34,85,0,12.77,158.5
2019,2,5,6,0,17,89,0,13.1,159.08
2019,2,5,7,0,17.58,86,0,12.98,160.56
2019,2,5,8,0,19.81,69,0,14.24,163.86
2019,2,5,9,0,21.39,63,0,15.11,167.62
2019,2,5,10,0,23.23,57,0,14.87,173.05
2019,2,5,11,0,25.07,48,0,16.24,176.19
2019,2,5,12,0,26.23,44,0,18.75,176.7
2019,2,5,13,0,26.94,43,0,21.65,176.19
2019,2,5,14,0,28.18,44,0,26.4,174.52
2019,2,5,15,0,27.76,44,0,29.3,174.36
2019,2,5,16,0,26.81,48,0,31.57,172.79
2019,2,5,17,0,25.63,51,0,32.74,171.78
2019,2,5,18,0,24.11,55,0,34.52,168.57
2019,2,5,19,0,22.43,62,0,34.67,164.95
2019,2,5,20,0,20.58,72,0,34.17,163.47
2019,2,5,21,0,19.99,74,0,33.81,161.37
2019,2,5,22,0,19.66,77,0,33.03,159.59
2019,2,5,23,0,19.47,78,0,31.96,157.48
2019,2,6,0,0,19.24,79,0,30.78,155.83
2019,2,6,1,0,18.96,78,0,30.12,155.27
2019,2,6,2,0,18.64,77,0,28.99,155.03
2019,2,6,3,0,18.41,78,0,27.71,155.43
2019,2,6,4,0,18.33,78,0,24.97,155.28
2019,2,6,5,0,18.02,79,0,24.68,156.8
2019,2,6,6,0,17.57,81,0,24.49,155.7
2019,2,6,7,0,17.78,79,0,25.95,156.28
2019,2,6,8,0,19.07,73,0,26.58,155.17
2019,2,6,9,0,20.68,65,0,26.76,156.19
2019,2,6,10,0,22.53,57,0,27.28,157.5
2019,2,6,11,0,23.93,55,0,30.42,159.21
2019,2,6,12,0,24.96,54,0,36.3,157.25
2019,2,6,13,0,25.27,54,0,43,154.72
2019,2,6,14,0,27.09,53,0,45.57,152.22
2019,2,6,15,0,27.34,52,0,45.63,150.2
2019,2,6,16,0,27.3,53,0,45.26,148.33
2019,2,6,17,0,27.11,54,0,43.44,145.12
2019,2,6,18,0,26.55,56,0,41.26,144.23
2019,2,6,19,0,25.36,60,0,39.1,143.24
2019,2,6,20,0,23.97,65,0,34.35,141.81
2019,2,6,21,0,23.28,66,0,32.14,138.63
2019,2,6,22,0,22.51,70,0,25.46,136.15
2019,2,6,23,0,22.01,72,0,20.42,139.29
2019,2,7,0,0,21.65,73,0,16.87,140.19
2019,2,7,1,0,21.11,76,0,13.61,142.52
2019,2,7,2,0,20.69,77,0,11.38,145.3
2019,2,7,3,0,20.19,80,0,10.81,150.02
2019,2,7,4,0,19.82,83,0,9.59,145.71
2019,2,7,5,0,19.6,84,0,8.4,136.74
2019,2,7,6,0,19.6,83,0,7.9,133.15
2019,2,7,7,0,20.07,81,0,8.21,127.87
2019,2,7,8,0,22.5,70,0,6.99,124.51
2019,2,7,9,0,25.76,57,0,5.63,116.57
2019,2,7,10,0,28.85,46,0,1.84,78.69
2019,2,7,11,0,31.15,38,0,4.9,306.03
2019,2,7,12,0,32.02,36,0,11.28,286.7
2019,2,7,13,0,32.15,34,0,13.76,276.01
2019,2,7,14,0,34.98,26,0,13.68,270
2019,2,7,15,0,34.33,27,0,13.32,271.55
2019,2,7,16,0,33.21,29,0,13.71,283.67
2019,2,7,17,0,31.26,33,0,15.14,298.39
2019,2,7,18,0,29.02,41,0,16.2,306.87
2019,2,7,19,0,26.08,54,0,16.92,308.09
2019,2,7,20,0,23.04,72,0,15.86,309.47
2019,2,7,21,0,21.14,82,0,16.09,310.46
2019,2,7,22,0,19.6,89,0,16.06,312.27
2019,2,7,23,0,19.03,90,0,16.81,313.26
2019,2,8,0,0,18.65,92,0,17.85,311.73
2019,2,8,1,0,18.37,93,0,18.34,313.41
2019,2,8,2,0,18.12,93,0.1,17.85,318.27
2019,2,8,3,0,18.05,93,0,15.99,324.16
2019,2,8,4,0,17.99,94,0,14.49,333.43
2019,2,8,5,0,17.88,94,0,13.21,342.55
2019,2,8,6,0,17.79,93,0,12.37,351.63
2019,2,8,7,0,17.85,92,0,11.88,360
2019,2,8,8,0,18.16,89,0,11.88,360
2019,2,8,9,0,18.57,86,0,11.16,360
2019,2,8,10,0,19.2,82,0,9,343.74
2019,2,8,11,0,20.05,78,0,6.79,302.01
2019,2,8,12,0,21.92,70,0,8.65,253.07
2019,2,8,13,0,24.36,62,0,11.72,222.51
2019,2,8,14,0,26.8,57,0,23.04,180
2019,2,8,15,0,26.53,56,0,28.67,172.79
2019,2,8,16,0,25.68,56,0,33.56,170.74
2019,2,8,17,0,24.75,59,0,35.39,170.63
2019,2,8,18,0,23.45,64,0,36.29,169.14
2019,2,8,19,0,21.91,73,0,37.11,165.96
2019,2,8,20,0,20.29,82,0,36.79,163.52
2019,2,8,21,0,19.67,85,0,34.15,161.57
2019,2,8,22,0,19.36,85,0,31.56,159.29
2019,2,8,23,0,19.12,86,0,28.41,157.66
2019,2,9,0,0,19.02,86,0,23.73,157.71
2019,2,9,1,0,18.77,87,0,20.06,158.96
2019,2,9,2,0,18.39,90,0,17.08,161.57
2019,2,9,3,0,18.27,91,0,15.03,163.3
2019,2,9,4,0,18.1,92,0,12.86,162.07
2019,2,9,5,0,17.92,93,0,10.83,158.55
2019,2,9,6,0,17.76,93,0,9.36,157.38
2019,2,9,7,0,18.06,90,0,9.69,158.2
2019,2,9,8,0,19.5,81,0,10.37,159.68
2019,2,9,9,0,21.49,71,0,10.31,167.91
2019,2,9,10,0,23.35,63,0,11.21,174.47
